RECIPEID,VER,TREADCODE,RELEASE_TIME,HISTORY_PDATE,USERNAME,COMMENTS,RELEASED,RESYNCED,STATFLAG,BAFFACTOR,PMDFACTOR,BAFFACTOR_TG,PMDFACTOR_TG,PRIMARYLIMITSETID,CPKLIMITSETID,AUDITLIMITSETID,ART10,VAR,DESCRIPTION,TIRESIZE,TRADE_NAME,CUSTOMERCODE,PASSQC,CUSTOMERDESC,BRAND,PLY,PLYMAT,TGROUP,TSUBGROUP,WEIGHT,WIDTH,AR,RD,LI,SS,LR,SSR,LOAD,RW,INFLATION,CONBIAS,STBT_CW,STBT_CCW,UPDATE_LIMIT,LSID_T1,LSID_T2,LSID_T3,RFPP_T1,RFPP_T2,RFPP_T3,RFH1_T1,RFH1_T2,RFH1_T3,RFH2_T1,RFH2_T2,RFH2_T3,LFPP_T1,LFPP_T2,LFPP_T3,LFH1_T1,LFH1_T2,LFH1_T3,LFH2_T1,LFH2_T2,LFH2_T3,CONU_T1,CONU_T2,CONU_T3,CONL_T1,CONL_T2,CONL_T3,CONP_T1,CONP_T2,CONP_T3,CONN_T1,CONN_T2,CONN_T3,PLYU_T1,PLYU_T2,PLYU_T3,PLYL_T1,PLYL_T2,PLYL_T3,TG_RIMWIDTH,TG_BEATSEATWIDTH,TG_POPINFL,TG_POPINFLDWELLTIME,TG_INFL,TG_INFL2,TG_BUL_STBT,TG_TRACKS,RROM_T1,RROM_T2,RROM_T3,RROH1_T1,RROH1_T2,RROH1_T3,RROH2_T1,RROH2_T2,RROH2_T3,LROM_T1,LROM_T2,LROM_T3,LROH1_T1,LROH1_T2,LROH1_T3,BULS_T1,BULS_T2,BULS_T3,DEPS_T1,DEPS_T2,DEPS_T3,TB_RIMWIDTH,TB_ADAPTERRW,TB_SEALRW,TB_INFL,TB_POPINFL,TB_POPINFLDWELLTIME,TB_PREFSTATLIMIT,TB_WEIGHT,WPS_PROVIDEDWEIGHT,TBALW_T1,TBALW_T2,TBALW_T3,BBALW_T1,BBALW_T2,BBALW_T3,SBALW_T1,SBALW_T2,SBALW_T3,SBALPC_T1,SBALPC_T2,SBALPC_T3,SBAL_T1,SBAL_T2,SBAL_T3,DESCRIPTION2
188101,9,:OPPO,12/May/2026 14:15:51,,zhiwei,,1,1,5,7,,7,,15456,15456,15456,0316450000,0,275/50 R 21 V PremiumContact C,275/50 R 21,PremiumContact C ,000,3,Replacement,C,2,POLYESTER,01,001,17761,275.00 mm,50,21,113,V,,0,7100,8.50,200000,,3,2,12/May/2026 14:15:48,446500,446501,446502,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.500017,,8.500017,200000,300000,3,0,,0,90,90,100,90,90,100,996,997,998,9996,9997,9998,9.8,9.8,9.8,275/50 R 21 V PremiumContact C
187959,7,:OPPO,19/Apr/2026 06:38:18,,chenjun,,1,1,1,7,,,,338956,338956,338956,0316450079,0,275/50 R 21 V PremiumContact C,275/50 R 21,PremiumContact C ,079,2,BYD,C,2,POLYESTER,01,001,17761,275.00 mm,50,21,113,V,,0,8000,8.50,200000,0,3,3,19/Apr/2026 06:38:14,445983,445984,445985,100,100,125,80,80,95,0,0,0,80,80,80,0,0,0,0,0,0,40,40,105,-40,-40,-105,-40,-40,-105,-40,-40,-105,9980,9980,9980,1,1,1,,,400000,,400000,,,107,1,1,1.5,0,0,0,0,0,0,1,1,1.6,1,1,1.3,0.8,0.8,1.3,0.8,0.8,0.9,8.500017,,8.500017,200000,300000,1,1,,0,45,45,100,45,45,100,996,997,998,0.5,0.5,0.7,9.8,9.8,9.8,275/50 R 21 V PremiumContact C
188306,2,:LRA,04/Jun/2026 10:31:57,,huqi,,1,1,5,7,,7,,15456,15456,15456,0316451000,0,275/55 R 20 W CROSSCONTACT RX,275/55 R 20,PremiumContact C ,000,3,Replacement,C,0,,01,001,17361,275.00 mm,55,20,117,V,,0,8000,8.50,200000,,3,2,04/Jun/2026 10:31:53,447749,447750,447751,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.500017,,8.500017,200000,300000,3,0,,0,90,90,100,90,90,100,996,997,998,9996,9997,9998,9.8,9.8,9.8,275/55 R 20 W CROSSCONTACT RX
187193,7,:LRA,28/Feb/2026 12:12:54,,kun huang,,1,1,1,7,,,,338956,338956,338956,0316451079,0,275/55 R 20 V PremiumContact C,275/55 R 20,PremiumContact C ,079,2,BYD,C,0,,01,001,17361,275.00 mm,55,20,117,V,,0,8000,8.50,200000,0,3,3,28/Feb/2026 12:08:08,442042,442043,442044,100,100,125,80,80,95,0,0,0,80,80,80,0,0,0,0,0,0,40,40,95,-40,-40,-95,-40,-40,-95,-40,-40,-95,9980,9980,9980,1,1,1,,,400000,,400000,,,107,1,1,1.5,0,0,0,0,0,0,1,1,1.6,1,1,1.3,0.8,0.8,1.3,0.8,0.8,1.3,8.500017,,8.500017,200000,300000,1,1,,0,45,45,80,45,45,80,996,997,998,0.5,0.5,0.7,9.8,9.8,9.8,275/55 R 20 V PremiumContact C
185756,7,:RRWO,28/Feb/2026 11:46:45,,kun huang,,1,1,1,7,,,,7802,7802,7802,0316455000,0,255/50 R 20 V EcoContact 7,255/50 R 20,EcoContact 7 ,000,3,Replacement,C,2,POLYESTER,01,001,14363,255.00 mm,50,20,109,V,,0,6300,8.00,200000,,3,2,28/Feb/2026 11:23:50,435452,435453,435454,105,105,125,75,75,95,9960,9970,9980,80,80,80,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.000016,,7.500015,200000,300000,2,1,,0,80,80,90,80,80,90,996,997,998,996,997,998,9.8,9.8,9.8,255/50 R 20 V EcoContact 7
188356,11,:RRWO,12/Jun/2026 10:11:05,,huqi,,1,1,5,7,,7,,33901,33901,33901,0316455096,0,255/50 R 20 V EcoContact 7,255/50 R 20,EcoContact 7 ,096,2,DFM(Dongfeng Motor),C,2,POLYESTER,01,001,14411,255.00 mm,50,20,109,V,,0,6300,8.00,200000,,3,3,12/Jun/2026 10:11:01,448033,448034,448035,90,90,110,60,60,90,0,0,0,70,70,80,0,0,0,0,0,0,40,40,95,-40,-40,-95,0,0,-95,0,0,-95,9990,9990,9990,1,1,1,,,400000,,400000,,,107,1,1,3,0,0,0,0,0,0,1,1,3,1,1,1.3,0.8,0.8,1.4,0.8,0.8,1.4,8.000016,,8.000016,200000,300000,2,2,141.2158113,1,45,45,100,45,45,100,52.4,52.4,72.4,996,997,998,0.2,0.2,0.2,255/50 R 20 V EcoContact 7
185757,5,:AOO,28/Feb/2026 11:46:46,,kun huang,,1,1,1,7,,,,7818,7818,7818,0316460000,0,255/35 R 21 Y MaxContact MC7,255/35 R 21,MaxContact MC7 ,000,3,Replacement,C,2,POLYESTER,01,001,12480,255.00 mm,35,21,98,Y,,0,5000,9.00,200000,0,3,2,28/Feb/2026 11:23:50,435456,435457,435458,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,115,-95,-95,-115,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,9.000018,,9.000018,200000,300000,2,1,,0,60,60,70,60,60,70,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,255/35 R 21 Y MaxContact MC7
185758,7,R:RAA,28/Feb/2026 11:46:46,,kun huang,,1,1,1,7,,,,15456,15456,15456,0316461000,0,255/40 R 21 V EcoContact 7,255/40 R 21,MaxContact MC7 ,000,3,Replacement,C,2,POLYESTER,01,001,13302,255.00 mm,40,21,102,Y,,0,5000,9.00,200000,,3,2,28/Feb/2026 11:23:50,435460,435461,435462,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,9.000018,,9.000018,200000,300000,3,1,,0,70,70,80,70,70,80,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,255/40 R 21 V EcoContact 7
185759,5,:WRGG,28/Feb/2026 11:46:47,,kun huang,,1,1,1,7,,,,15456,15456,15456,0316462000,0,285/35 R 21 Y MaxContact MC7,285/35 R 21,MaxContact MC7 ,000,3,Replacement,C,2,POLYESTER,01,001,14540,285.00 mm,35,21,105,Y,,0,5600,10.00,200000,,3,2,28/Feb/2026 11:23:50,435464,435465,435466,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,10.00002,,10.00002,200000,300000,3,1,,0,70,70,80,70,70,80,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,285/35 R 21 Y MaxContact MC7
185760,3,:LGRR,28/Feb/2026 11:46:47,,kun huang,,1,1,1,7,,,,15456,15456,15456,0316465000,0,275/45 R 21 Y UltraContact UX7,275/45 R 21,UltraContact UX7 ,000,3,Replacement,C,0,,01,001,15895,275.00 mm,45,21,110,Y,,0,7100,9.00,200000,,3,2,28/Feb/2026 11:23:50,435468,435469,435470,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,115,-95,-95,-115,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,9.000018,,9.000018,200000,300000,2,0,,0,90,90,100,90,90,100,996,997,998,9996,9997,9998,9.8,9.8,9.8,275/45 R 21 Y UltraContact UX7
188268,2,:LRR,01/Jun/2026 12:22:09,,huqi,,1,1,1,7,,,,15456,15456,15456,0316467000,0,315/40 R 21 Y UltraContact UX7,315/40 R 21,UltraContact UX7 ,000,3,Replacement,C,0,,01,001,16422,315.00 mm,40,21,111,Y,,0,8000,11.00,200000,,3,2,01/Jun/2026 12:21:53,447506,447507,447508,105,105,125,75,75,95,9960,9970,9980,80,80,90,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,11.000022,,11.000022,200000,300000,3,0,,0,90,90,100,90,90,100,996,997,998,996,997,998,9.8,9.8,9.8,315/40 R 21 Y UltraContact UX7
188005,5,:OPPP,24/Apr/2026 13:36:42,,huqi,,1,1,1,7,,,,15456,15456,15456,0316469000,0,295/35 R 20 Y MaxContact MC7,295/35 R 20,MaxContact MC7 ,000,3,Replacement,C,2,POLYESTER,01,001,13995,295.00 mm,35,20,105,Y,,0,5600,10.50,200000,,3,2,24/Apr/2026 13:36:37,446135,446136,446137,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,115,-95,-95,-115,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,10.500021,,10.500021,200000,300000,3,0,,0,70,70,80,70,70,80,996,997,998,9996,9997,9998,9.8,9.8,9.8,295/35 R 20 Y MaxContact MC7
185762,7,:WWRA,28/Feb/2026 11:46:48,,kun huang,,1,1,1,7,,,,15456,15456,15456,0316471000,0,295/40 R 21 Y UltraContact UC6 SUV,295/40 R 22,UltraContact UX7 ,000,3,Replacement,C,2,POLYESTER,01,001,17042,295.00 mm,40,22,112,Y,,0,7100,10.50,200000,,3,3,28/Feb/2026 11:23:50,435476,435477,435478,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,115,-95,-95,-115,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,10.500021,,10.500021,200000,300000,3,1,,0,90,90,100,90,90,100,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,295/40 R 21 Y UltraContact UC6 SUV
187515,7,:ORW,12/Mar/2026 13:58:28,,kun huang,,1,1,5,7,,,,15456,15456,15456,0316472000,0,255/50 R 21 Y UltraContact UX7,255/50 R 21,UltraContact UX7 ,000,3,Replacement,C,2,POLYESTER,01,001,15190,255.00 mm,50,21,109,Y,,0,7100,8.00,200000,,3,2,12/Mar/2026 13:58:20,443896,443897,443898,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.000016,,8.000016,200000,300000,3,1,,0,90,90,100,90,90,100,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,255/50 R 21 Y UltraContact UX7
185764,3,:LGWW,28/Feb/2026 11:46:49,,kun huang,,1,1,1,7,,,,15456,15456,15456,0316474000,0,325/35 R 22 Y UltraContact UX7,325/35 R 22,UltraContact UX7 ,000,3,Replacement,C,0,,01,001,17129,325.00 mm,35,22,114,Y,,0,7100,11.50,200000,,3,2,28/Feb/2026 11:23:50,435484,435485,435486,105,105,135,75,75,105,9960,9970,9980,80,80,90,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,11.500023,,11.500023,200000,300000,2,0,,0,90,90,100,90,90,100,996,997,998,9996,9997,9998,9.8,9.8,9.8,325/35 R 22 Y UltraContact UX7
187566,6,:LRA,12/Mar/2026 14:44:59,,huqi,,1,1,5,7,,7,,15456,15456,15456,0316478000,0,255/45 R 22 V EcoContact 7 S,HL255/45 R 22,EcoContact 7 S ,000,3,Replacement,C,0,,01,001,13960,255.00 mm,45,22,111,V,,0,6300,8.50,200000,,3,2,12/Mar/2026 14:44:49,444049,444050,444051,105,105,125,75,75,95,9960,9970,9980,80,80,80,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,8.500017,,8.500017,200000,300000,2,1,,0,90,90,100,90,90,100,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,255/45 R 22 V EcoContact 7 S
188211,7,:WAO,29/May/2026 15:50:22,,uig14886,,1,1,1,7,,,,338956,338956,338956,0316478079,0,255/45 R 22 V EcoContact 7 S,HL255/45 R 22,EcoContact 7 S ,079,2,BYD,C,2,POLYESTER,01,001,13847,255.00 mm,45,22,111,V,,0,6300,8.50,200000,,3,3,29/May/2026 15:50:13,447290,447291,447292,100,100,125,75,75,95,0,0,0,75,75,80,0,0,0,0,0,0,40,40,95,-40,-40,-95,-40,-40,-95,-40,-40,-95,9990,9990,9990,1,1,1,,,400000,,400000,,,,1,1,1.5,0,0,0,0,0,0,1.2,1.2,1.6,1,1,1.3,0.8,0.8,0.9,0.8,0.8,0.9,8.500017,,8.500017,200000,400000,3,1,147.0998034,1,50,50,100,50,50,100,996,997,998,0.5,0.5,0.7,9.8,9.8,9.8,255/45 R 22 V EcoContact 7 S
185766,4,:LRO,28/Feb/2026 11:46:51,,kun huang,,1,1,1,7,,,,15456,15456,15456,0316514000,0,195/60 R 16 H TechContact TC7,195/60 R 16,TechContact TC7 ,000,3,Replacement,C,0,,01,001,8728,195.00 mm,60,16,89,H,,0,4000,6.00,200000,0,3,2,28/Feb/2026 11:23:50,435492,435493,435494,105,105,125,75,75,95,9960,9970,9980,70,70,80,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,6.000012,,6.000012,200000,300000,1,1,,0,50,50,60,50,50,60,996,997,998,0.6,0.6,0.8,9.8,9.8,9.8,195/60 R 16 H TechContact TC7
185767,3,O:PWG,28/Feb/2026 11:46:51,,kun huang,,1,1,5,7,,7,,15456,15456,15456,0316515000,0,205/55 R 16 V TechContact TC7,205/55 R 16,TechContact TC7 ,000,3,Replacement,C,2,POLYESTER,01,001,9253,205.00 mm,55,16,91,V,,0,4000,6.50,200000,0,3,2,28/Feb/2026 11:23:50,435496,435497,435498,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,6.500013,,6.500013,200000,300000,1,0,,0,50,50,60,50,50,60,996,997,998,996,997,998,9.8,9.8,9.8,205/55 R 16 V TechContact TC7
188585,2,:OARO,11/Jul/2026 14:42:42,,uih19539,,1,1,13,7,,7,,15456,15456,15456,0316516000,0,205/60 R 16 V TechContact TC7,205/60 R 16,TechContact TC7 ,000,3,Replacement,C,1,POLYESTER,01,001,9866,205.00 mm,60,16,96,V,,0,4000,6.00,200000,,3,2,11/Jul/2026 14:42:36,449564,449565,449566,105,105,125,75,75,95,9960,9970,9980,70,70,80,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,6.000012,,6.000012,200000,300000,1,0,,0,50,50,60,50,50,60,996,997,998,996,997,998,9.8,9.8,9.8,205/60 R 16 V TechContact TC7
185768,3,:PRR,28/Feb/2026 11:46:51,,kun huang,,1,1,5,7,,7,,15456,15456,15456,0316517000,0,215/50 R 17 W TechContact TC7,215/50 R 17,TechContact TC7 ,000,3,Replacement,C,2,POLYESTER,01,001,9608,215.00 mm,50,17,91,W,,0,4000,7.00,200000,,3,2,28/Feb/2026 11:23:50,435500,435501,435502,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.000014,,7.000014,200000,300000,1,0,,0,50,50,60,50,50,60,996,997,998,996,997,998,9.8,9.8,9.8,215/50 R 17 W TechContact TC7
188145,2,:PAWO,18/May/2026 15:14:56,,huqi,,1,1,1,7,,,,15456,15456,15456,0316518000,0,215/50 R 18 W TechContact TC7,215/50 R 18,TechContact TC7 ,000,3,Replacement,C,2,POLYESTER,01,001,10051,215.00 mm,50,18,92,W,,0,4000,7.00,200000,,3,2,18/May/2026 15:14:42,446911,446912,446913,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.000014,,7.000014,200000,300000,1,0,,0,50,50,60,50,50,60,996,997,998,9996,9997,9998,9.8,9.8,9.8,215/50 R 18 W TechContact TC7
187612,5,:OGRP,13/Mar/2026 09:01:19,,kun huang,,1,1,1,7,,,,15456,15456,15456,0316519000,0,215/55 R 16 V TechContact TC7,215/55 R 16,TechContact TC7 ,000,3,Replacement,C,2,POLYESTER,01,001,9895,215.00 mm,55,16,93,V,,0,5000,7.00,200000,0,3,2,13/Mar/2026 09:01:10,444247,444248,444249,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.000014,,7.000014,200000,300000,1,0,,0,50,50,60,50,50,60,996,997,998,996,997,998,9.8,9.8,9.8,215/55 R 16 V TechContact TC7
185770,4,:RRPP,28/Feb/2026 11:46:52,,kun huang,,1,1,1,7,,,,7830,7830,7830,0316520000,0,215/55 R 17 W TechContact TC7,215/55 R 17,TechContact TC7 ,000,3,Replacement,C,2,POLYESTER,01,001,10257,215.00 mm,55,17,94,W,,0,5000,7.00,200000,0,3,2,28/Feb/2026 11:23:50,435508,435509,435510,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.000014,,7.000014,200000,300000,3,0,,0,50,50,60,50,50,60,996,997,998,996,997,998,9.8,9.8,9.8,215/55 R 17 W TechContact TC7
187971,2,:PARW,21/Apr/2026 11:36:43,,huqi,,1,1,1,7,,,,7830,7830,7830,0316521000,0,215/55 R 18 V TechContact TC7,215/55 R 18,TechContact TC7 ,000,3,Replacement,C,2,POLYESTER,01,001,10670,215.00 mm,55,18,99,V,,0,5000,7.00,200000,0,3,2,21/Apr/2026 11:36:39,446014,446015,446016,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.000014,,7.000014,200000,300000,3,0,,0,50,50,60,50,50,60,996,997,998,9996,9997,9998,9.8,9.8,9.8,215/55 R 18 V TechContact TC7
185771,3,:WPWW,28/Feb/2026 11:46:53,,kun huang,,1,1,1,7,,,,15456,15456,15456,0316522000,0,215/60 R 16 V TechContact TC7,215/60 R 16,TechContact TC7 ,000,3,Replacement,C,2,POLYESTER,01,001,10072,215.00 mm,60,16,95,V,,0,5000,6.50,200000,0,3,2,28/Feb/2026 11:23:50,435512,435513,435514,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,6.500013,,6.500013,200000,300000,1,0,,0,50,50,60,50,50,60,996,997,998,9996,9997,9998,9.8,9.8,9.8,215/60 R 16 V TechContact TC7
185772,3,:PWAP,28/Feb/2026 11:46:53,,kun huang,,1,1,1,7,,,,15456,15456,15456,0316523000,0,215/60 R 17 H TechContact TC7,215/60 R 17,TechContact TC7 ,000,3,Replacement,C,2,POLYESTER,01,001,10546,215.00 mm,60,17,96,H,,0,5000,6.50,200000,0,3,2,28/Feb/2026 11:23:50,435516,435517,435518,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,6.500013,,6.500013,200000,300000,3,0,,0,50,50,60,50,50,60,996,997,998,9996,9997,9998,9.8,9.8,9.8,215/60 R 17 H TechContact TC7
188084,2,:GRPP,08/May/2026 14:12:30,,huqi,,1,1,5,7,,7,,7830,7830,7830,0316524000,0,225/45 R 17 W TechContact TC7,225/45 R 17,TechContact TC7 ,000,3,Replacement,C,2,POLYESTER,01,001,9150,225.00 mm,45,17,94,W,,0,4000,7.50,200000,0,3,2,08/May/2026 14:12:26,446382,446383,446384,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.500015,,7.500015,200000,300000,1,0,,0,50,50,60,50,50,60,996,997,998,996,997,998,9.8,9.8,9.8,225/45 R 17 W TechContact TC7
187803,2,:ARG,02/Apr/2026 14:43:19,,huqi,,1,1,1,7,,,,15456,15456,15456,0316525000,0,225/45 R 18 W TechContact TC7 SSR,225/45 R 18,TechContact TC7 SSR ,000,3,Replacement,C,0,,01,001,13175,225.00 mm,45,18,95,W,,1,4000,7.50,200000,,3,2,02/Apr/2026 14:42:32,445119,445120,445121,105,105,160,75,75,122,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.500015,,7.500015,200000,300000,1,0,,0,55,55,65,55,55,65,996,997,998,9996,9997,9998,9.8,9.8,9.8,225/45 R 18 W TechContact TC7 SSR
185773,3,O:WOP,28/Feb/2026 11:46:54,,kun huang,,1,1,1,7,,,,15456,15456,15456,0316526000,0,225/45 R 18 Y TechContact TC7,225/45 R 18,TechContact TC7 ,000,3,Replacement,C,2,POLYESTER,01,001,10323,225.00 mm,45,18,95,Y,,0,4000,7.50,200000,,3,2,28/Feb/2026 11:23:50,435520,435521,435522,105,105,125,75,75,95,9960,9970,9980,80,80,85,0,0,0,0,0,0,95,95,105,-95,-95,-105,0,0,0,0,0,0,960,970,980,1,1,1,,,400000,,400000,,,107,0.9,1.1,1.4,0,0,0,0,0,0,1.3,1.5,1.8,0.9,1,1.3,0.8,0.8,0.8,0.8,0.8,0.8,7.500015,,7.500015,200000,300000,1,0,,0,50,50,60,50,50,60,996,997,998,9996,9997,9998,9.8,9.8,9.8,225/45 R 18 Y TechContact TC7
